name,address,freebikes,slots,latitude,longitude,ll,review_count,Bar,Restaurant,POI,avg_bar_rating,avg_poi_rating,avg_restaurant_rating
Clinton St & Roosevelt Rd,,0,31,41.8671177825,-87.6410879593,"41.8671,-87.6411",15061.0,13,52,10,3.4954545454545456,4.0,3.62156862745098
Desplaines St & Kinzie St,,12,31,41.888716036,-87.6444478533,"41.8887,-87.6444",58170.0,54,61,10,3.968867924528302,3.675,4.145081967213114
Clark St & Randolph St,,0,31,41.884576228,-87.63188991,"41.8846,-87.6319",71820.0,54,69,7,4.0851851851851855,4.264285714285714,4.160869565217392
Clark St & Ida B Wells Dr,,0,31,41.8759326655,-87.6305845355,"41.8759,-87.6306",42526.0,37,66,10,3.7851351351351354,4.0375,3.9909090909090907
Wells St & Huron St,,9,31,41.894722,-87.634362,"41.8947,-87.6344",67305.0,50,71,4,4.131,4.025,4.1563380281690145
Kenton Ave & Madison St,,4,31,41.880708,-87.741018,"41.8807,-87.741",337.0,4,27,3,4.25,,1.78
Kostner Ave & Lake St,,9,31,41.885928,-87.73541,"41.8859,-87.7354",147.0,2,26,4,3.5,0.0,1.92
Karlov Ave & Madison St,,5,31,41.88085,-87.727907,"41.8808,-87.7279",976.0,2,29,8,3.5,4.5,2.0555555555555554
Central Park Blvd & 5th Ave,,1,31,41.875679,-87.71547,"41.8757,-87.7155",210.0,2,31,12,3.8,2.8333333333333335,2.606451612903226
Central Ave & Lake St,,2,31,41.887664,-87.765469,"41.8877,-87.7655",926.0,5,45,9,4.683333333333334,0.6,2.7142857142857144
Laramie Ave & Kinzie St,,4,31,41.887832,-87.755527,"41.8878,-87.7555",809.0,3,44,8,5.0,0.6666666666666666,2.197674418604651
Cicero Ave & Quincy St,,3,31,41.877613,-87.745405,"41.8776,-87.7454",340.0,4,33,5,4.25,0.0,2.0
Cicero Ave & Flournoy St,,1,31,41.872131,-87.746619,"41.8721,-87.7466",362.0,3,28,5,4.25,0.0,2.314814814814815
Sheffield Ave & Waveland Ave,,19,31,41.949399,-87.654529,"41.9494,-87.6545",24433.0,57,70,8,3.8236842105263156,4.11875,3.9442857142857144
Western Ave & Winnebago Ave,,2,31,41.91552,-87.687022,"41.9155,-87.687",30719.0,37,63,14,4.097058823529412,4.004166666666666,4.165873015873015
Sedgwick St & Huron St,,8,31,41.894666,-87.638437,"41.8947,-87.6384",56232.0,56,70,5,4.004464285714286,3.7600000000000002,4.115
Dearborn St & Erie St,,10,31,41.893992,-87.629318,"41.894,-87.6293",84786.0,46,70,6,4.13804347826087,4.216666666666667,4.155714285714286
Ashland Ave & Lake St,,7,31,41.88592,-87.66717,"41.8859,-87.6672",19613.0,31,56,15,3.797916666666667,3.8454545454545452,4.004
Sedgwick St & North Ave,,12,31,41.911386,-87.638677,"41.9114,-87.6387",35856.0,41,60,18,3.808108108108108,4.129166666666666,3.963157894736842
Cottage Grove Ave & 67th St,,5,31,41.77372095205,-87.60563486,"41.7737,-87.6056",1009.0,6,35,8,2.0,0.74,2.8484848484848486
Dorchester Ave & 63rd St,,3,31,41.7804056457,-87.5914159893,"41.7804,-87.5914",1225.0,3,32,16,4.0,2.566666666666667,2.4642857142857144
MLK Jr Dr & 56th St,,0,31,41.79342945658,-87.6158532619,"41.7934,-87.6159",499.0,4,30,11,4.0,3.30625,2.2586206896551726
Ellis Ave & 55th St,,9,31,41.79430062054,-87.6014497734,"41.7943,-87.6014",7596.0,7,41,35,3.7785714285714285,4.041666666666667,3.8375
University Ave & 57th St,,0,31,41.791478,-87.599861,"41.7915,-87.5999",10259.0,9,46,25,3.716666666666667,3.894444444444444,3.9431818181818183
DuSable Museum,,9,31,41.79156801058,-87.6078521774,"41.7916,-87.6079",3211.0,4,36,27,2.875,3.65,3.585714285714286
Harper Ave & 59th St,,14,31,41.78794281287,-87.5883151702,"41.7879,-87.5883",7961.0,10,40,27,3.80625,4.069999999999999,3.789473684210526
Museum of Science and Industry,,9,31,41.79172820953,-87.583945009,"41.7917,-87.5839",12751.0,14,45,22,3.877272727272727,4.175,3.776136363636364
Ellis Ave & 60th St,,8,31,41.78509714636,-87.6010727606,"41.7851,-87.6011",3978.0,5,40,28,3.0,4.211538461538462,3.581081081081081
Seeley Ave & Roscoe St,,5,31,41.943403,-87.679618,"41.9434,-87.6796",15811.0,37,53,13,3.9227272727272724,3.6999999999999997,3.9875
Leavitt St & Armitage Ave,,7,31,41.917805,-87.682437,"41.9178,-87.6824",30292.0,42,60,16,4.078947368421052,4.072727272727272,4.119166666666667
Clark St & Schiller St,,7,31,41.907993,-87.631501,"41.908,-87.6315",31527.0,40,56,14,3.7861111111111114,4.005,3.957547169811321
Sheffield Ave & Wrightwood Ave,,11,31,41.928712,-87.653833,"41.9287,-87.6538",41681.0,45,64,10,3.9371794871794874,3.983333333333333,4.083333333333333
Broadway & Cornelia Ave,,16,31,41.945529,-87.646439,"41.9455,-87.6464",25101.0,47,66,9,3.8119565217391305,3.99375,3.9522727272727276
Broadway & Waveland Ave,,9,31,41.949074,-87.648636,"41.9491,-87.6486",23304.0,50,73,9,3.761,4.038888888888889,3.9452054794520546
Western Ave & Division St,,12,31,41.902893,-87.687275,"41.9029,-87.6873",23068.0,43,65,11,4.0513157894736835,4.0200000000000005,4.1258333333333335
Sheridan Rd & Buena Ave,,2,31,41.958494,-87.654966,"41.9585,-87.655",15730.0,23,53,18,3.959375,4.0600000000000005,4.15566037735849
Southport Ave & Clybourn Ave,,3,31,41.920771,-87.663712,"41.9208,-87.6637",23227.0,36,56,13,3.8214285714285716,4.008333333333334,4.0627272727272725
Vincennes Ave & 75th St,,5,31,41.75797,-87.63121,"41.758,-87.6312",1300.0,3,40,6,2.5,0.5,2.5875
Woodlawn Ave & 75th St,,4,31,41.75916,-87.595751,"41.7592,-87.5958",442.0,8,36,10,3.2285714285714286,1.42,2.2714285714285714
Marshfield Ave & 59th St,,5,31,41.786833,-87.666215,"41.7868,-87.6662",102.0,3,28,4,0.0,0.0,1.3076923076923077
Racine Ave & 61st St,,5,31,41.783189,-87.654372,"41.7832,-87.6544",175.0,3,33,6,2.5,1.0333333333333334,1.578125
Ashland Ave & 63rd St,,1,31,41.779374,-87.664843,"41.7794,-87.6648",102.0,4,28,4,0.0,0.0,1.3888888888888888
Ashland Ave & 66th St,,2,31,41.774074,-87.663815,"41.7741,-87.6638",108.0,2,30,3,,0.0,1.35
May St & 69th St,,3,31,41.768938,-87.652934,"41.7689,-87.6529",195.0,6,25,2,2.6666666666666665,0.0,1.9166666666666667
Southport Ave & Roscoe St,,14,31,41.943739,-87.66402,"41.9437,-87.664",27914.0,55,71,9,3.9127272727272726,4.061111111111111,3.9809859154929574
Damen Ave & Melrose Ave,,3,31,41.9406,-87.6785,"41.9406,-87.6785",15916.0,35,54,13,3.958064516129032,3.7916666666666665,4.0375
Southport Ave & Waveland Ave,,20,31,41.94815,-87.66394,"41.9482,-87.6639",24184.0,53,70,12,3.8632075471698113,4.1049999999999995,3.9586956521739127
Racine Ave & Belmont Ave,,8,31,41.939743,-87.658865,"41.9397,-87.6589",30909.0,58,70,7,3.911206896551724,3.857142857142857,4.050714285714286
Halsted St & Dickens Ave,,15,31,41.919936,-87.64883,"41.9199,-87.6488",31337.0,39,62,15,3.8942857142857146,3.9499999999999997,4.03728813559322
Halsted St & Willow St,,9,31,41.913865,-87.648755,"41.9139,-87.6488",32753.0,41,60,13,3.881818181818182,3.9499999999999997,3.994545454545454
Clifton Ave & Armitage Ave,,8,31,41.918216,-87.656936,"41.9182,-87.6569",35077.0,35,60,12,3.8583333333333334,4.075,4.07280701754386
Clark St & Drummond Pl,,7,31,41.931248,-87.644336,"41.9312,-87.6443",31255.0,44,69,7,3.815,4.109999999999999,4.1
Halsted St & 69th St,,8,31,41.76906172032,-87.6446135779,"41.7691,-87.6446",172.0,4,12,3,1.5,0.0,2.9545454545454546
Wentworth Ave & 63rd St,,5,31,41.78007963264,-87.6297463052,"41.7801,-87.6297",22.0,1,6,5,,,1.8333333333333333
University Library (NU),,2,31,42.052939,-87.673447,"42.0529,-87.6734",16578.0,11,56,24,3.8375,4.0125,3.962037037037037
Fort Dearborn Dr & 31st St,,3,31,41.838556,-87.608218,"41.8386,-87.6082",956.0,1,24,15,4.0,3.6555555555555554,2.5652173913043477
Lincoln Ave & Diversey Pkwy,,2,31,41.932225,-87.658617,"41.9322,-87.6586",28388.0,42,59,10,3.9384615384615382,4.007142857142857,4.116666666666667
Central St Metra,,3,31,42.063598,-87.69873,"42.0636,-87.6987",3491.0,3,31,20,3.75,3.35625,3.2096774193548385
Clark St & Wellington Ave,,9,31,41.9364968219,-87.6475386582,"41.9365,-87.6475",33784.0,50,69,3,3.841489361702128,3.8,4.128030303030303
Claremont Ave & Hirsch St,,3,31,41.907781,-87.685854,"41.9078,-87.6859",31130.0,38,60,17,4.041176470588235,3.9899999999999998,4.167796610169492
Milwaukee Ave & Wabansia Ave,,0,31,41.912616,-87.681391,"41.9126,-87.6814",38868.0,38,59,13,3.9957142857142856,4.01,4.1084745762711865
South Shore Dr & 74th St,,3,31,41.76218896038,-87.55927465,"41.7622,-87.5593",876.0,1,21,5,0.0,2.75,2.625
Fairbanks St & Superior St,,0,31,41.895748,-87.620104,"41.8957,-87.6201",62030.0,47,68,11,3.9819148936170214,4.0181818181818185,4.116911764705883
Rainbow Beach,,2,31,41.75787144829,-87.54938625,"41.7579,-87.5494",134.0,1,10,6,,2.6,1.9444444444444444
Larrabee St & Kingsbury St,,7,31,41.897764,-87.642884,"41.8978,-87.6429",41631.0,40,61,9,4.027941176470588,3.8000000000000003,4.1370689655172415
Dearborn St & Monroe St,,1,31,41.881319815,-87.6295209193,"41.8813,-87.6295",45105.0,46,66,10,3.9217391304347826,4.285,4.0606060606060606
Wells St & Walton St,,10,31,41.89993001,-87.63443007,"41.8999,-87.6344",59093.0,55,66,7,3.9622641509433962,3.975,4.108333333333333
Michigan Ave & Ida B Wells Dr,,0,31,41.876243,-87.624426,"41.8762,-87.6244",43503.0,28,60,14,3.8392857142857144,4.326923076923077,4.0325
Wabash Ave & Cermak Rd,,4,31,41.852619,-87.626488,"41.8526,-87.6265",22610.0,21,54,20,3.697058823529412,4.0,3.952
LaSalle St & Adams St,,0,31,41.87934437346,-87.6319852213,"41.8793,-87.632",37491.0,46,65,10,3.865217391304348,4.0600000000000005,4.041538461538462
Federal St & Polk St,,8,31,41.87207763285,-87.6295437729,"41.8721,-87.6295",28117.0,31,62,12,3.8216666666666668,4.25,3.887704918032787
State St & Harrison St,,7,31,41.874053,-87.627716,"41.8741,-87.6277",32988.0,31,67,11,3.795161290322581,4.207142857142857,3.9401515151515154
Lakefront Trail & Wilson Ave,,3,31,41.965845,-87.645361,"41.9658,-87.6454",10755.0,10,46,18,4.1,4.175,4.15
Drake Ave & Addison St,,2,31,41.947326,-87.717582,"41.9473,-87.7176",12522.0,25,49,5,4.036111111111111,3.675,4.064130434782609
Pulaski Rd & Eddy St,,9,31,41.946264,-87.731023,"41.9463,-87.731",11379.0,22,47,7,4.064285714285714,4.833333333333333,4.085365853658536
California Ave & Byron St,,18,31,41.95216219326,-87.698051113,"41.9522,-87.6981",8514.0,21,45,12,4.04375,4.0125,4.026190476190476
Oakley Ave & Irving Park Rd,,3,31,41.95434085219,-87.6860796243,"41.9543,-87.6861",15146.0,32,56,15,3.8819999999999997,3.525,4.096296296296296
Sawyer Ave & Irving Park Rd,,14,31,41.95358617895,-87.7093107999,"41.9536,-87.7093",8327.0,26,52,8,4.141176470588236,4.3125,4.089361702127659
Monticello Ave & Irving Park Rd,,14,31,41.95400483876,-87.7191281797,"41.954,-87.7191",12410.0,23,48,4,4.1,4.375,4.179347826086956
Avondale Ave & Irving Park Rd,,2,31,41.953393,-87.732002,"41.9534,-87.732",11325.0,17,50,5,3.9923076923076923,5.0,4.033333333333333
California Ave & Montrose Ave,,11,31,41.961068,-87.695439,"41.9611,-87.6954",17624.0,20,57,16,3.8470588235294123,3.8214285714285716,4.164545454545455
Albany Ave & Montrose Ave,,9,31,41.961041,-87.705866,"41.961,-87.7059",12448.0,21,59,12,4.0125,4.1375,4.315
Lincoln Ave & Winona St,,6,31,41.97491129677,-87.6925025594,"41.9749,-87.6925",13447.0,21,55,13,3.6933333333333334,3.8285714285714287,4.190196078431373
Kedzie Ave & Foster Ave,,1,31,41.975672,-87.709261,"41.9757,-87.7093",9766.0,6,53,10,4.5,4.016666666666667,4.239130434782608
Francisco Ave & Foster Ave,,13,31,41.97563272521,-87.7014194389,"41.9756,-87.7014",13421.0,14,57,11,3.8722222222222222,3.7875,4.257
Kedzie Ave & Leland Ave,,8,31,41.96668636205,-87.7080519806,"41.9667,-87.7081",9094.0,13,57,16,4.12,4.075,4.260416666666667
Manor Ave & Leland Ave,,3,31,41.965875,-87.700825,"41.9659,-87.7008",12746.0,17,51,16,3.966666666666667,3.9499999999999997,4.322222222222222
Christiana Ave & Lawrence Ave,,1,31,41.96835449363,-87.7118306675,"41.9684,-87.7118",10359.0,13,60,12,4.194444444444445,3.516666666666667,4.208163265306122
Washtenaw Ave & Lawrence Ave,,7,31,41.968987,-87.696027,"41.969,-87.696",17494.0,18,55,17,3.96,3.8166666666666664,4.180769230769231
Rockwell St & Eastwood Ave,,9,31,41.96590013976,-87.6936384935,"41.9659,-87.6936",19703.0,20,56,17,3.8735294117647054,3.766666666666667,4.12962962962963
Drake Ave & Montrose Ave,,4,31,41.96115407569,-87.7165690733,"41.9612,-87.7166",11112.0,21,57,6,4.335,3.825,4.322
Michigan Ave & Washington St,,0,31,41.8839840647265,-87.6246839761734,"41.884,-87.6247",55715.0,50,64,12,3.99,4.329166666666667,4.078125
Kingsbury St & Erie St,,12,31,41.89380805624359,-87.64169722795485,"41.8938,-87.6417",57612.0,50,65,7,4.004166666666666,3.8000000000000003,4.11953125
Cherry Ave & Blackhawk St,,0,31,41.907221,-87.655618,"41.9072,-87.6556",17800.0,29,52,13,3.9704545454545452,3.3200000000000003,4.055208333333334
Franklin St & Illinois St,,1,31,41.89102331025185,-87.63547986745834,"41.891,-87.6355",71439.0,48,69,7,4.163541666666666,4.178571428571429,4.184057971014493
Spaulding Ave & Armitage Ave,,7,31,41.91710803478932,-87.71022096276283,"41.9171,-87.7102",17252.0,32,54,9,4.226923076923077,4.35,4.254081632653061
Greenview Ave & Diversey Pkwy,,6,31,41.93258963429789,-87.66593635082245,"41.9326,-87.6659",20920.0,30,59,10,3.9840909090909093,3.9299999999999997,4.115178571428571
Franklin St & Adams St (Temp),,0,31,41.87943409140013,-87.63550400733948,"41.8794,-87.6355",41557.0,50,69,7,3.763,3.8666666666666667,3.9440298507462686
Financial Pl & Ida B Wells Dr,,15,31,41.8750236280333,-87.6330940425396,"41.875,-87.6331",31509.0,40,65,11,3.7769230769230773,3.8083333333333336,3.99
Sacramento Blvd & Franklin Blvd,,2,31,41.89046879243862,-87.70260751247406,"41.8905,-87.7026",5018.0,12,35,2,3.935,,3.8499999999999996
Wentworth Ave & 24th St,,4,31,41.85008369347577,-87.6321405172348,"41.8501,-87.6321",20824.0,19,59,14,3.9863636363636363,4.05,4.016666666666667
Lincoln Park Conservatory,,7,31,41.92393131136619,-87.63582453131676,"41.9239,-87.6358",27367.0,19,52,19,3.9125,4.29,4.122
California Ave & Francis Pl,,3,31,41.91849115368695,-87.69742280244827,"41.9185,-87.6974",24095.0,45,55,11,4.155813953488372,4.105555555555555,4.142592592592592
Franklin St & Chicago Ave,,2,31,41.896746973093805,-87.63566762208939,"41.8967,-87.6357",65386.0,51,68,5,4.1196078431372545,3.7600000000000002,4.164705882352941
DuSable Lake Shore Dr & Wellington Ave,,8,31,41.9366884494997,-87.63682901859283,"41.9367,-87.6368",29629.0,21,56,14,3.923529411764706,4.1,4.197272727272727
Peoria St & Jackson Blvd,,12,31,41.8776415962753,-87.64961779117584,"41.8776,-87.6496",52599.0,39,62,14,3.9161764705882356,4.128571428571428,4.077118644067797
Fairbanks Ct & Grand Ave,,2,31,41.89184737210993,-87.62058019638062,"41.8918,-87.6206",61833.0,37,69,13,4.156756756756757,4.1923076923076925,4.170289855072464
Laflin St & Cullerton St,,2,31,41.85491457576575,-87.66355991363525,"41.8549,-87.6636",13132.0,21,59,13,3.929411764705882,4.125,4.067647058823529
Washtenaw Ave & Ogden Ave,,6,31,41.86193049278259,-87.69345045089722,"41.8619,-87.6935",1906.0,5,37,4,3.12,4.5,2.864864864864865
Wentworth Ave & Cermak Rd,,4,31,41.85308455741279,-87.63193130493164,"41.8531,-87.6319",24519.0,16,56,18,3.9450000000000003,4.0625,4.021698113207547
Central Park Ave & Ogden Ave,,0,31,41.854063503874464,-87.71511733531952,"41.8541,-87.7151",1284.0,2,39,5,3.0,0.0,2.3333333333333335
Broadway & Barry Ave,,18,31,41.93758231600629,-87.6440978050232,"41.9376,-87.6441",31287.0,43,62,7,3.8146341463414637,3.9,4.096666666666667
Lincoln Ave & Belle Plaine Ave,,4,31,41.95600355078549,-87.68016144633293,"41.956,-87.6802",17954.0,37,59,11,3.9683333333333333,3.457142857142857,4.091379310344828
Eggleston Ave & 69th St,,6,31,41.768898,-87.635876,"41.7689,-87.6359",296.0,2,17,3,4.0,0.0,2.5588235294117645
Michigan Ave & 71st St,,1,31,41.765286,-87.621748,"41.7653,-87.6217",2063.0,10,41,3,3.4,0.0,2.4875
Stewart Ave & 63rd St,,7,31,41.779835,-87.634774,"41.7798,-87.6348",133.0,1,20,6,,0.0,1.95
Western Ave & Fillmore St,,11,31,41.868563,-87.686234,"41.8686,-87.6862",1729.0,6,44,6,3.5,4.25,2.8095238095238093
Carpenter St & 63rd St,,1,31,41.77987,-87.650919,"41.7799,-87.6509",164.0,4,24,4,2.5,0.0,2.130434782608696
State St & 54th St,,1,31,41.796642,-87.625923,"41.7966,-87.6259",441.0,5,29,9,4.0,2.2375,2.2777777777777777
Hoyne Ave & Balmoral Ave,,12,31,41.979851,-87.681932,"41.9799,-87.6819",6598.0,15,45,9,3.9866666666666664,4.5,4.0777777777777775
Leavitt St & Belmont Ave,,5,31,41.939354,-87.683282,"41.9394,-87.6833",13233.0,28,52,14,4.03,3.9000000000000004,4.017647058823529
Central Park Ave & Bloomingdale Ave,,5,31,41.914166,-87.716755,"41.9142,-87.7168",5512.0,17,47,11,4.181818181818182,4.3625,4.1000000000000005
Bernard St & Elston Ave,,8,31,41.949923,-87.713949,"41.9499,-87.7139",10366.0,18,46,7,4.045454545454546,4.275,3.9943181818181817
Clark St & Newport St,,2,31,41.94454,-87.654678,"41.9445,-87.6547",28406.0,61,73,10,3.886065573770492,3.9799999999999995,3.949315068493151
Wood St & Chicago Ave,,7,31,41.895634,-87.672069,"41.8956,-87.6721",20818.0,38,70,10,3.8800000000000003,4.05,4.092307692307692
Racine Ave & Washington Blvd,,2,31,41.883073,-87.656952,"41.8831,-87.657",50958.0,48,63,16,3.95,3.9045454545454548,4.073387096774193
Smith Park,,5,31,41.892048,-87.689397,"41.892,-87.6894",11141.0,25,45,10,4.0476190476190474,4.275,4.108139534883721
Leavitt St & Division St,,2,31,41.902997,-87.683825,"41.903,-87.6838",27529.0,48,70,10,3.971590909090909,3.9416666666666664,4.136923076923076
Damen Ave & Walnut (Lake) St,,5,31,41.885951,-87.677009,"41.886,-87.677",7851.0,16,46,17,3.966666666666667,4.279999999999999,4.119767441860465
State St & 35th St,,0,31,41.8310363140161,-87.62679755687714,"41.831,-87.6268",4380.0,7,45,17,3.0,3.09,3.291463414634146
Milwaukee Ave & Rockwell St,,11,31,41.92019556200566,-87.69265919923781,"41.9202,-87.6927",26437.0,42,60,14,4.091463414634147,4.1,4.135833333333333
Stewart Ave & 83rd St,,2,31,41.743717,-87.634088,"41.7437,-87.6341",964.0,2,39,4,4.5,0.3333333333333333,2.526315789473684
Pine Grove Ave & Waveland Ave,,12,31,41.94947274088333,-87.64645278453827,"41.9495,-87.6465",23293.0,49,69,9,3.722448979591837,3.99375,3.9384057971014492
Halsted St & 73rd St,,6,31,41.76160543804394,-87.64416097666071,"41.7616,-87.6442",207.0,7,15,6,3.125,0.0,2.9
Halsted St & 78th St,,9,31,41.75248701249013,-87.6439021574879,"41.7525,-87.6439",446.0,9,31,6,4.5,0.0,2.693548387096774
Leavitt St & North Ave,,12,31,41.91050936666395,-87.6823890209198,"41.9105,-87.6824",38367.0,42,65,13,3.9666666666666663,4.029166666666667,4.108461538461539
Ashland Ave & 78th St,,9,31,41.75220484941116,-87.66369938850403,"41.7522,-87.6637",169.0,5,27,3,4.5,0.0,2.076923076923077
East End Ave & 87th St,,5,31,41.73681521440671,-87.58280128240585,"41.7368,-87.5828",1033.0,7,37,7,3.4200000000000004,1.0,2.414285714285714
Summit Ave & 86th St,,11,31,41.73784847673341,-87.64489978551863,"41.7378,-87.6449",112.0,4,20,2,4.175,0.0,2.1675
Loomis Blvd & 84th St,,6,31,41.74148652861805,-87.65841007232666,"41.7415,-87.6584",285.0,4,31,5,3.175,0.875,2.578333333333333
Prospect Sq & 91st St,,8,31,41.7282338,-87.6675239,"41.7282,-87.6675",901.0,6,37,4,2.5,0.0,2.527027027027027
Elizabeth St & 92nd St,,11,31,41.72679896370119,-87.65429019927979,"41.7268,-87.6543",316.0,4,28,3,2.5,0.0,2.1964285714285716
Marquette Ave & 89th St,,11,31,41.73366879071472,-87.55834221839905,"41.7337,-87.5583",396.0,2,29,4,3.5,0.0,3.1379310344827585
Houston Ave & 92nd St,,6,31,41.72820421535798,-87.54970014095306,"41.7282,-87.5497",917.0,4,26,7,3.8333333333333335,0.0,3.24
Dauphin Ave & 103rd St,,9,31,41.7072503677818,-87.60766267776489,"41.7073,-87.6077",113.0,3,16,4,2.15,5.0,1.4875
Indiana Ave & 103rd St,,4,31,41.70717027117756,-87.6184719800949,"41.7072,-87.6185",123.0,3,17,3,2.15,0.0,1.6058823529411765
Ashland Ave & 74th St,,6,31,41.75923602425868,-87.66347408294678,"41.7592,-87.6635",95.0,3,20,2,4.5,0.0,1.15
Oglesby Ave & 100th St,,6,31,41.71339748442245,-87.56584167480469,"41.7134,-87.5658",268.0,4,12,6,2.025,0.0,2.5416666666666665
Cottage Grove Ave & 111th Pl,,7,31,41.69170975847015,-87.61000156402588,"41.6917,-87.61",691.0,2,26,15,4.0,3.0,2.3333333333333335
Vernon Ave & 107th St,,8,31,41.70012137923888,-87.61225998401642,"41.7001,-87.6123",256.0,2,29,13,2.15,3.1875,2.0103448275862066
Halsted St & 96th St,,8,31,41.71971218361882,-87.6430195569992,"41.7197,-87.643",188.0,1,12,8,4.5,0.0,2.727272727272727
Constance Ave & 95th St,,5,31,41.72229074095262,-87.57896840572357,"41.7223,-87.579",159.0,1,14,3,,3.5,2.1
Greenwood Ave & 91st St,,7,31,41.728264268162725,-87.59729862213135,"41.7283,-87.5973",454.0,5,29,2,3.125,0.0,2.0892857142857144
Wood St & Taylor St (Temp),,2,31,41.869265218438194,-87.67373085021973,"41.8693,-87.6737",7040.0,7,53,4,3.8333333333333335,,3.504081632653061
Stony Island Ave & 90th St,,6,31,41.73139494330236,-87.58574366569519,"41.7314,-87.5857",716.0,6,33,5,3.15,2.25,2.2903225806451615
Dauphin Ave & 87th St,,6,31,41.73655902282214,-87.60125756263733,"41.7366,-87.6013",818.0,4,27,5,3.0,0.0,2.173076923076923
Torrence Ave & 106th St,,9,31,41.70280085022591,-87.55972623825073,"41.7028,-87.5597",253.0,2,9,1,0.0,,3.0
Clyde Ave & 87th St,,10,31,41.73715146431056,-87.57274031639099,"41.7372,-87.5727",256.0,1,11,6,4.5,1.5,2.25
Michigan Ave & 114th St,,7,31,41.68701479467118,-87.62105226516724,"41.687,-87.6211",620.0,1,27,7,4.0,0.6,2.64
Burnham Greenway & 105th St,,11,31,41.7045750872071,-87.52823173999786,"41.7046,-87.5282",487.0,1,29,3,3.0,,3.103448275862069
Major Taylor Trail & 124th St,,3,31,41.66869635332246,-87.63711333274841,"41.6687,-87.6371",53.0,5,9,1,2.16,0.0,2.011111111111111
Eberhart Ave & 131st St,,6,31,41.658413151101065,-87.61071089698817,"41.6584,-87.6107",246.0,1,14,8,0.0,2.9285714285714284,3.25
Avenue O & 134th St,,4,31,41.65186780228521,-87.53967136144637,"41.6519,-87.5397",253.0,12,15,6,3.8055555555555554,3.875,2.94
Ewing Ave & Burnham Greenway,,10,31,41.71274876109496,-87.53481388092041,"41.7127,-87.5348",219.0,1,11,11,5.0,1.5,3.8636363636363638
Commercial Ave & 130th St,,11,31,41.659150427597744,-87.55076229572296,"41.6592,-87.5508",198.0,5,9,5,3.6833333333333336,3.875,3.1666666666666665
Hale Ave & 107th St,,8,31,41.69920616812768,-87.66891896724701,"41.6992,-87.6689",670.0,2,13,10,0.0,1.4166666666666667,3.5
St. Louis Ave & Fullerton Ave,,5,31,41.92481559681187,-87.71449506282805,"41.9248,-87.7145",18391.0,28,53,13,4.109090909090909,4.283333333333333,4.18265306122449
Homewood Ave & 115th St,,10,31,41.68459507202618,-87.67070800065994,"41.6846,-87.6707",1341.0,7,26,4,2.5833333333333335,4.0,2.26
Ada St & 113th St,,11,31,41.687561623357375,-87.65547573566435,"41.6876,-87.6555",519.0,3,14,4,1.75,1.95,1.8928571428571428
Western Ave & 111th St,,16,31,41.691211034981045,-87.68129736185074,"41.6912,-87.6813",1812.0,5,20,5,3.4,2.6666666666666665,3.375
Lawndale Ave & 111th St,,8,31,41.69131919221066,-87.71288573741913,"41.6913,-87.7129",1832.0,10,34,4,3.1666666666666665,1.3333333333333333,3.375
Damen Ave & Pierce Ave,,10,31,41.9093960065,-87.6776919292,"41.9094,-87.6777",40481.0,42,67,12,3.967857142857143,4.095833333333333,4.065671641791044
Bradley Park,,5,31,41.717878301935,-87.56459176540375,"41.7179,-87.5646",71.0,4,11,7,2.025,0.0,1.9363636363636365
Hegewisch Metra Station,,7,31,41.64850076266409,-87.54608988761902,"41.6485,-87.5461",313.0,11,16,5,3.76875,3.875,3.00625
New St & Illinois St,,10,31,41.89084704062381,-87.61861681938171,"41.8908,-87.6186",62929.0,38,65,15,4.005263157894737,4.1,4.121538461538461
Clark St & Winnemac Ave,,3,31,41.97334764047304,-87.6678554713726,"41.9733,-87.6679",25016.0,35,59,15,3.8819999999999997,3.97,4.0344827586206895
Southport Ave & Belmont Ave,,3,31,41.93947775040509,-87.6637476682663,"41.9395,-87.6637",28343.0,48,71,7,3.7531250000000003,3.9333333333333336,3.967142857142857
Commercial Ave & 100th St,,5,31,41.71331739547703,-87.55109757184982,"41.7133,-87.5511",240.0,9,10,6,2.85,0.0,3.0
Clark St & Lake St,,3,31,41.88602082773,-87.6308760584,"41.886,-87.6309",75229.0,48,67,7,4.058333333333334,4.264285714285714,4.143283582089553
Clark St & Elmdale Ave,,5,31,41.99086044812557,-87.66972362995148,"41.9909,-87.6697",17239.0,21,57,15,3.869444444444445,3.49375,4.161818181818182
Damen Ave & Cullerton St,,4,31,41.854966518753926,-87.67569959163664,"41.855,-87.6757",7792.0,14,56,10,4.125,4.25,4.170833333333333
St. Clair St & Erie St,,0,31,41.89434513742426,-87.62279838323593,"41.8943,-87.6228",63437.0,46,69,8,4.128260869565217,4.26875,4.150724637681159
Dodge Ave & Main St,,3,31,42.03463185161588,-87.69918769598006,"42.0346,-87.6992",3104.0,2,24,10,4.5,2.5625,2.75
Halsted St & 21st St,,4,31,41.85377981072743,-87.6466029882431,"41.8538,-87.6466",17112.0,18,46,14,3.92,3.8166666666666664,4.093023255813954
Clarendon Ave & Gordon Ter,,14,31,41.95786652415174,-87.64950513839722,"41.9579,-87.6495",14225.0,24,57,17,3.802777777777778,4.066666666666666,4.0964285714285715
